,id,loanAmnt,term,interestRate,installment,grade,subGrade,employmentTitle,employmentLength,homeOwnership,annualIncome,verificationStatus,issueDate,isDefault,purpose,postCode,regionCode,dti,delinquency_2years,ficoRangeLow,ficoRangeHigh,openAcc,pubRec,pubRecBankruptcies,revolBal,revolUtil,totalAcc,initialListStatus,applicationType,earliesCreditLine,title,policyCode,n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14
442384,442384,11375,5,11.53,250.34,B,B5,2109,3 years,0,61000,0,2015/3/1,1,0,264,30,20.15,0,750,754,6,0,0,21427,45.7,9,0,0,2028/6/16,0,1,0,2,4,4,2,2,1,4,4,4,6,0,0,0,1
489087,489087,14400,3,10.15,465.67,B,B2,161,4 years,0,122400,0,2014/10/1,0,0,458,5,20.49,0,710,714,14,0,0,18023,42.8,25,1,0,2028/6/17,0,1,0,4,6,6,7,9,6,11,17,6,14,0,0,0,4
711339,711339,8650,3,12.61,289.84,C,C1,2976,1 year,1,30000,0,2018/2/1,1,0,195,38,28.52,0,695,699,10,0,0,11734,85,10,0,0,2028/6/18,0,1,0,7,9,9,7,7,1,9,9,9,10,,0,0,0
144728,144728,23675,5,24.83,692.54,G,G2,272013,5 years,0,60000,1,2012/12/1,0,1,97,12,25.8,0,685,689,13,0,0,30203,60.9,29,1,0,2028/6/19,12522,1,0,4,5,5,5,17,7,9,22,5,13,0,0,0,7
590834,590834,2100,3,11.99,69.75,B,B3,257871,< 1 year,1,28000,2,2013/12/1,0,0,540,13,9.82,2,690,694,4,0,0,4265,38.8,18,0,0,2028/6/20,38,1,4,2,3,3,2,8,6,3,11,3,4,0,0,0,0
560629,560629,10000,5,8.18,203.63,B,B1,1,< 1 year,0,52000,0,2015/3/1,1,4,546,33,28.02,0,705,709,8,0,0,23643,75.6,21,0,0,2028/6/21,4,1,0,5,6,6,5,13,6,6,14,6,8,0,0,0,1
712516,712516,8400,3,9.17,267.79,B,B2,52682,10+ years,1,37000,1,2015/8/1,0,0,55,29,30.39,0,675,679,7,0,0,5783,81.5,23,0,0,2028/6/22,0,1,2,2,3,3,2,7,9,5,14,3,7,0,0,0,1
608398,608398,13300,5,10.99,289.11,B,B2,214328,9 years,0,48000,2,2014/1/1,1,0,292,17,17.28,0,780,784,10,0,0,458,2.2,36,1,0,2028/6/23,0,1,0,1,1,1,1,9,13,5,16,1,10,0,0,0,1
692294,692294,8000,3,16.55,283.44,D,D2,1047,10+ years,1,55000,2,2015/9/1,0,0,167,8,10.19,0,685,689,14,0,0,2715,21.5,39,0,0,2028/6/24,0,1,3,5,7,7,8,8,20,13,19,7,14,0,0,0,7
401145,401145,10000,3,18.99,366.51,D,D3,1915,3 years,0,80000,2,2016/8/1,1,5,0,0,7.76,0,675,679,9,1,1,9383,58.3,12,0,0,2028/6/25,6,1,1,4,7,7,4,4,5,7,7,7,9,0,0,0,4
491349,491349,17575,5,19.99,465.54,D,D5,598,8 years,0,61000,1,2016/6/1,0,0,533,15,30.63,0,715,719,13,0,0,12165,38.1,42,1,0,2028/6/26,0,1,0,2,4,4,3,4,23,9,14,4,13,0,0,0,0
598816,598816,30000,3,10.99,982.02,B,B4,32778,10+ years,0,115000,2,2015/11/1,0,1,23,9,30.21,3,675,679,16,0,0,40933,78,35,0,0,2028/6/27,1,1,0,5,9,9,5,10,14,11,19,9,16,0,0,0,1
639574,639574,4000,3,12.79,134.38,C,C1,54,,0,54000,1,2016/6/1,0,0,79,2,20.56,8,665,669,12,0,0,7218,65,52,1,0,2028/6/28,0,1,0,3,6,6,3,9,30,9,20,6,12,0,0,1,2
425960,425960,25000,5,14.98,594.49,C,C3,1613,10+ years,0,72000,2,2013/12/1,1,0,418,45,16.07,0,720,724,12,0,0,17452,46.8,27,1,0,2028/6/29,23056,1,0,5,7,7,6,12,6,10,19,7,12,0,0,0,3
711974,711974,12000,3,19.99,445.91,D,D4,38,2 years,0,86235,1,2016/7/1,0,3,152,14,9.44,1,670,674,5,0,0,2386,50.8,24,1,0,2028/6/30,3,1,3,3,3,3,3,7,8,3,14,3,5,0,0,1,2
522726,522726,18000,5,19.52,472.1,E,E2,2875,10+ years,0,60000,0,2014/9/1,0,0,241,7,31.83,0,675,679,11,0,0,23938,67.8,26,1,0,2028/7/1,0,1,0,3,7,7,3,8,8,8,17,7,11,0,0,0,3
121430,121430,6000,3,5.32,180.69,A,A1,53413,10+ years,0,116100,0,2016/7/1,1,8,35,14,13.24,0,730,734,15,0,0,25353,46.7,30,0,0,2028/7/2,9,1,0,7,10,10,9,14,9,12,18,10,15,0,0,0,3
539111,539111,12000,3,7.89,375.43,A,A5,126742,1 year,1,130000,0,2016/6/1,0,9,157,8,11.08,0,695,699,19,1,1,10011,39.4,29,0,0,2028/7/3,10,1,0,5,13,13,6,9,6,17,22,13,19,0,0,0,2
184039,184039,15000,3,5.32,451.73,A,A1,97,< 1 year,0,90000,0,2017/12/1,0,0,154,2,7.88,0,725,729,9,0,0,10475,17.1,13,0,0,2028/7/4,0,1,0,4,5,5,7,8,2,8,9,5,9,0,0,0,5
26228,26228,10000,3,10.99,327.34,B,B4,85642,10+ years,0,94000,2,2015/4/1,0,5,264,30,7.3,0,720,724,29,1,0,7609,7.9,50,0,0,2028/7/5,6,1,0,2,4,4,14,21,5,26,42,4,29,0,0,0,7
544787,544787,8000,3,9.75,257.2,B,B3,21952,5 years,0,45000,0,2016/3/1,0,4,211,19,22.72,0,705,709,15,0,0,11616,28.5,34,0,0,2028/7/6,4,1,1,6,9,9,6,9,16,11,16,9,15,0,0,0,6
411501,411501,26000,5,11.14,567.12,B,B2,338194,7 years,0,190000,2,2012/8/1,0,1,10,8,12.96,0,765,769,11,0,0,31275,46.4,32,1,0,2028/7/7,1,1,,,,,5,,,,,,11,,,,
125874,125874,9600,3,16.29,338.89,C,C4,324597,8 years,0,47000,2,2012/12/1,0,4,463,48,10.85,0,670,674,10,0,0,11663,93.3,18,1,0,2028/7/8,50313,1,1,5,8,8,7,10,3,10,15,8,10,0,0,0,0
761157,761157,10800,5,20.2,287.34,D,D5,263560,5 years,1,52000,1,2013/10/1,0,0,253,21,13.62,0,690,694,9,0,0,13248,96.7,31,1,0,2028/7/9,29989,1,0,5,6,6,5,13,9,7,22,6,9,0,0,0,1
193855,193855,5000,3,9.93,161.18,B,B2,307,10+ years,0,75000,1,2018/1/1,0,5,191,5,17.68,1,675,679,16,0,0,7163,49.4,35,0,0,2028/7/10,6,1,3,0,7,7,0,3,20,9,13,7,16,0,0,0,2
317606,317606,20075,3,9.16,639.88,B,B2,5303,10+ years,0,50000,0,2016/2/1,0,0,171,8,28.06,0,715,719,21,0,0,23914,43.8,37,0,0,2028/7/11,0,1,0,9,13,13,9,11,12,19,24,13,21,0,0,0,1
168883,168883,7200,3,11.71,238.15,B,B3,351636,10+ years,0,107000,1,2012/1/1,0,0,113,22,17.24,0,695,699,12,0,0,57109,82.1,39,1,0,2028/7/12,38,1,,,,,,,,,,,,,,,
726537,726537,10000,3,12.39,334.01,C,C1,8665,10+ years,0,134000,2,2015/1/1,0,0,304,8,18.83,1,710,714,20,0,0,9700,66.9,40,1,0,2028/7/13,0,1,2,4,6,6,4,7,27,6,10,6,20,0,0,0,8
725852,725852,12000,3,16.02,422.01,C,C5,189676,4 years,1,47000,1,2017/10/1,0,0,432,10,20.3,0,665,669,5,0,0,918,20.9,11,0,0,2028/7/14,0,1,5,2,2,2,2,2,4,3,5,2,5,0,0,0,3
10035,10035,5600,3,8.39,176.5,B,B1,1896,10+ years,1,40000,1,2016/3/1,0,0,74,30,8.43,1,660,664,15,1,1,1785,23.5,39,1,0,2028/7/15,2,1,4,1,3,3,1,13,3,13,31,3,14,0,0,1,2
464756,464756,12050,3,16.02,423.77,C,C5,29,10+ years,0,60000,1,2017/8/1,1,0,147,26,30.56,1,665,669,8,0,0,4966,31,12,1,0,2028/7/16,0,1,1,2,5,5,2,3,3,6,7,5,8,0,0,1,0
595129,595129,24000,3,11.53,791.77,B,B5,32,9 years,0,146000,2,2015/10/1,0,0,63,14,18.34,0,675,679,17,0,0,42071,92.5,28,1,0,2028/7/17,0,1,1,6,7,7,8,12,9,9,13,7,17,0,0,0,1
504873,504873,9000,3,14.3,308.92,C,C1,260668,10+ years,1,30000,0,2013/11/1,0,0,288,13,24.92,0,680,684,5,1,1,1651,17.9,11,1,0,2028/7/18,0,1,0,1,2,2,2,7,2,4,9,2,5,0,0,0,1
260787,260787,11375,3,14.99,394.27,C,C5,37579,1 year,2,33600,0,2015/1/1,1,0,345,20,23.25,0,675,679,12,0,0,8183,52.5,47,0,0,2028/7/19,0,1,0,5,6,6,5,10,18,7,29,6,12,0,0,0,2
140693,140693,15000,5,14.65,354.1,C,C5,8820,4 years,0,60000,2,2015/11/1,0,2,640,17,15.84,2,675,679,8,0,0,4626,84.1,36,0,0,2028/7/20,5,1,0,0,1,1,0,3,18,3,14,1,8,0,0,0,3
521105,521105,25000,3,13.67,850.44,C,C3,877,3 years,0,100000,0,2016/4/1,0,2,563,10,23.89,0,670,674,18,2,2,9042,16.4,37,0,0,2028/7/21,5,1,3,6,7,7,9,12,15,13,19,7,18,0,0,0,6
190473,190473,18200,5,14.16,425,C,C2,203177,< 1 year,1,95000,2,2014/4/1,1,0,500,27,25.5,0,700,704,12,0,0,10242,70.2,35,1,0,2028/7/22,0,1,1,2,3,3,2,5,15,3,10,3,12,0,0,0,3
124679,124679,5125,3,11.44,168.86,B,B4,3642,5 years,0,75000,0,2017/1/1,0,8,301,21,1.33,0,660,664,4,0,0,6183,41.8,14,0,0,2028/7/23,9,1,8,2,3,3,2,2,5,3,4,3,4,0,0,0,2
442638,442638,11200,3,12.79,376.25,C,C1,97,2 years,1,100000,0,2016/9/1,0,4,499,13,10.46,0,690,694,15,0,0,15700,42.2,19,1,0,2028/7/24,4,1,0,8,10,10,8,10,4,12,15,10,15,0,0,0,2
155770,155770,5000,3,7.26,154.99,A,A4,888,6 years,1,40000,0,2015/6/1,0,4,831,24,17.94,0,700,704,6,0,0,5330,57.9,18,0,0,2028/7/25,4,1,0,2,3,3,2,5,10,3,8,3,6,0,0,0,2
614098,614098,11000,3,14.65,379.44,C,C5,722,10+ years,0,80000,0,2015/2/1,0,0,494,19,16.07,0,660,664,18,0,0,16916,70.2,31,1,0,2028/7/26,0,1,2,5,13,13,5,9,9,15,21,13,18,0,0,0,4
169562,169562,27325,3,14.64,942.42,C,C3,37348,5 years,0,80000,1,2014/3/1,0,0,342,21,18.38,3,665,669,18,0,0,16264,46.1,35,1,0,2028/7/27,0,1,0,5,11,11,6,14,7,15,24,11,18,0,0,0,2
150125,150125,35000,5,22.47,976.04,E,E5,237121,10+ years,1,82000,2,2013/6/1,1,0,87,11,20.22,3,685,689,7,0,0,14983,87.1,29,1,0,2028/7/28,628,1,1,2,3,3,2,3,18,4,6,3,7,0,0,1,0
558020,558020,20000,5,12.29,447.83,C,C1,31966,10+ years,0,75000,0,2015/10/1,0,4,68,15,12.14,0,705,709,7,0,0,11418,92.7,11,0,0,2028/7/29,4,1,0,3,5,5,3,5,2,5,7,5,7,0,0,0,0
187164,187164,15000,3,11.39,493.86,B,B3,154,10+ years,0,120000,1,2017/4/1,0,0,652,0,17.1,1,680,684,15,0,0,13253,62.5,19,0,0,2028/7/30,0,1,1,4,9,9,4,5,7,9,10,9,15,0,0,0,3
261590,261590,35000,3,11.99,1162.34,C,C1,33463,7 years,1,75000,1,2016/3/1,0,0,484,21,23.86,0,705,709,20,0,0,35675,47.3,33,0,0,2028/7/31,0,1,0,8,11,11,10,11,6,17,26,11,20,0,0,0,4
26662,26662,4000,3,12.99,134.76,C,C1,198988,4 years,0,45000,0,2014/5/1,0,2,674,11,11.68,0,660,664,7,1,1,3764,57,22,1,0,2028/8/1,5,1,1,2,3,3,2,4,12,5,9,3,7,0,0,0,2
421492,421492,21600,3,12.99,727.69,B,B4,56,10+ years,1,117000,2,2013/11/1,0,0,491,30,18.5,2,680,684,14,0,0,27092,63.7,33,1,0,2028/8/2,0,1,1,3,6,6,5,6,13,9,15,6,14,0,0,1,0
232277,232277,25000,5,9.93,530.32,B,B2,364003,1 year,0,70000,0,2017/12/1,1,4,137,32,14.54,0,780,784,7,0,0,80570,4.2,14,0,0,2028/8/3,4,1,0,1,2,2,2,3,4,4,5,2,7,0,0,0,4
193886,193886,15000,5,14.99,356.78,C,C4,2251,3 years,1,63000,2,2016/12/1,0,0,616,0,20.42,1,690,694,11,0,0,23337,60,18,0,0,2028/8/4,0,1,0,7,9,9,9,11,2,9,16,6,10,,0,0,3
211392,211392,6025,3,10.91,197,B,B4,141858,< 1 year,1,34560,0,2017/6/1,0,0,184,26,20.35,0,705,709,6,0,0,4703,44.8,9,0,0,2028/8/5,0,1,0,3,4,4,3,3,5,4,4,4,6,0,0,0,1
22900,22900,12050,5,22.99,339.63,F,F1,97092,2 years,1,60000,1,2015/2/1,0,0,263,0,12.75,0,665,669,11,0,0,6905,44,30,1,0,2028/8/6,0,1,4,4,4,4,7,14,5,10,22,4,11,0,0,0,4
154772,154772,12000,3,7.49,373.22,A,A4,38,10+ years,0,73500,0,2015/2/1,0,0,194,38,12.6,2,700,704,10,1,1,12654,43.2,19,1,0,2028/8/7,0,1,0,2,6,6,2,2,2,8,12,6,10,0,0,0,2
90914,90914,14025,3,25.99,565.01,G,G4,84213,10+ years,2,44000,2,2015/4/1,0,6,79,2,19.45,0,670,674,7,2,1,689,6.2,13,0,0,2028/8/8,7,1,1,1,3,3,2,7,1,6,11,3,7,0,0,0,4
672350,672350,28000,5,12.69,632.66,C,C2,598,10+ years,0,108000,1,2015/7/1,0,4,573,19,12.24,1,675,679,5,0,0,10876,90.6,15,0,0,2028/8/9,4,1,0,1,3,3,1,4,1,3,9,3,5,0,0,0,1
698801,698801,11000,3,12.29,366.89,C,C1,1292,10+ years,0,65000,0,2015/7/1,0,0,2,2,22.8,1,685,689,6,0,0,5981,89.3,19,1,0,2028/8/10,0,1,0,3,3,3,3,6,8,3,8,3,6,0,0,0,1
123840,123840,10000,3,7.91,312.95,A,A5,54,,0,55500,1,2015/12/1,0,2,412,13,18.37,0,730,734,12,0,0,10592,18.8,19,0,0,2028/8/11,5,1,0,3,4,4,6,8,5,8,12,4,12,0,0,0,5
540994,540994,20000,5,12.59,450.88,C,C2,1550,3 years,0,47700,0,2015/11/1,0,4,619,11,18.64,1,685,689,7,0,0,16294,59.9,14,0,0,2028/8/12,4,1,0,2,5,5,2,2,6,5,7,5,7,0,0,0,0
281125,281125,8000,3,7.99,250.66,A,A5,54,,0,45000,2,2016/10/1,0,4,157,8,4.99,0,695,699,8,1,1,5408,41.3,20,0,0,2028/8/13,4,1,0,2,5,5,2,6,4,7,14,5,8,0,0,0,1
197091,197091,1000,3,16.02,35.17,C,C5,54,,1,30000,2,2017/5/1,0,5,31,2,2.4,0,670,674,6,0,0,1514,12.9,10,1,0,2028/8/14,6,1,0,1,2,2,5,8,0,6,10,2,6,0,0,0,4
677379,677379,11000,3,9.17,350.67,B,B1,1832,7 years,1,52000,2,2014/5/1,0,0,31,2,9.6,0,715,719,7,0,0,2882,18.6,10,0,0,2028/8/15,0,1,0,2,2,2,3,3,4,4,6,2,7,0,0,0,1
574738,574738,7200,3,17.77,259.47,D,D1,241824,< 1 year,0,35000,1,2013/4/1,1,0,219,21,15.67,0,675,679,13,0,0,19646,50.9,30,1,0,2028/8/16,299,1,0,3,10,10,4,10,5,13,22,10,13,0,0,0,4
505210,505210,31300,5,10.16,667.5,B,B1,54,,0,89000,2,2012/10/1,0,0,99,8,0.57,0,800,804,6,0,0,3614,20.3,21,1,0,2028/8/17,70,1,0,0,2,2,1,5,1,5,13,2,6,0,0,0,1
772459,772459,12000,3,13.59,407.75,C,C2,15642,1 year,1,30586,2,2018/1/1,0,0,445,32,31.28,0,710,714,11,1,1,6439,51.5,14,0,0,2028/8/18,0,1,0,0,5,5,2,2,4,9,10,5,11,0,0,0,2
314184,314184,20000,3,11.47,659.24,B,B5,161,2 years,1,80000,1,2016/5/1,0,0,224,3,27.81,0,690,694,32,0,0,19746,41.9,43,1,0,2028/8/19,0,1,0,4,6,6,6,6,27,14,16,6,32,0,0,0,5
594707,594707,4450,3,15.31,154.94,C,C5,160975,1 year,0,45000,1,2016/2/1,0,9,519,9,33.92,0,680,684,10,1,0,3316,23.4,16,0,0,2028/8/20,10,1,0,0,3,3,2,3,8,7,8,3,10,0,0,0,3
539594,539594,15950,3,14.99,552.84,C,C5,54,,1,40000,1,2015/1/1,1,0,156,18,22.5,0,670,674,9,0,0,21202,92.6,11,1,0,2028/8/21,0,1,0,6,7,7,6,7,1,8,10,7,9,0,0,0,2
591838,591838,15000,3,15.31,522.26,C,C5,130278,2 years,1,69000,1,2016/5/1,0,4,225,18,20.05,0,695,699,13,0,0,14536,38.5,22,0,0,2028/8/22,4,1,1,7,9,9,7,8,8,9,14,9,13,0,0,0,4
756148,756148,6500,3,8.18,204.23,B,B1,35185,9 years,0,40000,1,2015/10/1,0,4,324,10,9.36,0,660,664,8,1,1,6580,30.7,23,1,0,2028/8/23,4,1,1,3,5,5,4,8,6,8,15,5,8,0,0,0,1
312615,312615,18000,3,6.92,555.13,A,A4,74801,9 years,0,58000,1,2015/4/1,1,0,42,26,26.05,0,740,744,20,0,0,21943,34.2,40,1,0,2028/8/24,0,1,0,5,6,6,10,16,15,17,25,6,20,0,0,0,4
104114,104114,14500,3,7.26,449.45,A,A4,4228,10+ years,1,79000,2,2015/6/1,0,0,143,8,21.85,0,695,699,13,0,0,29063,46.8,19,0,0,2028/8/25,0,1,0,8,9,9,8,11,3,11,15,9,13,0,0,0,1
74463,74463,35000,5,18.49,898.13,E,E2,4174,10+ years,0,150000,2,2015/12/1,1,0,45,21,11.29,0,670,674,8,0,0,6659,100.9,24,0,1,2028/8/26,0,1,3,3,4,4,3,10,6,5,14,4,8,0,0,0,2
93913,93913,10000,5,16.02,243.29,D,D5,54,2 years,1,38000,1,2011/3/1,0,0,17,13,7.55,0,710,714,9,0,0,5888,27.5,10,1,0,2028/8/27,38,1,,,,,,,,,,,,,,,
656660,656660,4500,3,9.93,145.06,B,B2,54,,2,125000,1,2017/10/1,1,2,196,14,14.96,2,665,669,16,0,0,27063,59.3,32,0,1,2028/8/28,5,1,0,7,13,13,8,11,8,15,23,13,16,0,0,0,1
662664,662664,20000,5,15.59,482.02,D,D1,170878,2 years,0,70000,1,2014/12/1,0,4,196,14,31.12,0,695,699,15,0,0,7654,36.3,41,0,0,2028/8/29,0,1,0,4,5,5,4,7,17,11,21,5,15,0,0,0,5
757695,757695,10000,5,19.03,259.58,D,D3,1562,< 1 year,1,50000,0,2017/6/1,1,0,588,4,21.68,0,715,719,7,0,0,11350,82,11,0,0,2028/8/30,0,1,0,1,4,4,1,1,4,4,7,4,7,0,0,0,0
750244,750244,6000,3,9.17,191.28,B,B1,14911,10+ years,1,65000,1,2014/7/1,0,0,455,13,10.17,0,665,669,6,2,1,5304,38.2,26,0,0,2028/8/31,0,1,0,1,3,3,3,14,5,5,20,3,6,0,0,0,1
117321,117321,13000,3,10.99,425.55,B,B4,196,1 year,0,51000,1,2016/9/1,0,0,403,38,19.62,1,710,714,9,0,0,33389,81.6,25,0,0,2028/9/1,0,1,1,3,6,6,3,4,14,7,10,6,9,0,0,0,0
106803,106803,30000,3,15.99,1054.57,C,C5,145958,5 years,1,87000,2,2017/4/1,0,4,177,26,22.13,0,690,694,13,0,0,14874,46.9,15,1,0,2028/9/2,4,1,0,4,7,7,7,8,2,10,12,7,13,0,0,0,2
105989,105989,6500,3,8.9,206.4,A,A5,350965,6 years,1,30000,0,2012/2/1,0,4,389,8,6.37,0,710,714,6,0,0,5521,53.1,6,1,0,2028/9/3,60996,1,,,,,,,,,,,,,,,
614031,614031,35000,5,22.99,986.47,F,F1,54785,10+ years,0,250000,2,2015/1/1,0,0,158,9,19.27,0,695,699,14,0,0,65303,79.6,25,1,0,2028/9/4,0,1,0,4,7,7,4,8,8,8,15,7,14,0,0,0,5
173778,173778,10775,3,19.19,396.01,E,E3,50410,3 years,1,25685,2,2015/8/1,1,4,304,8,38.21,0,680,684,16,0,0,23283,84.1,31,1,0,2028/9/5,4,1,0,8,12,12,8,14,6,15,24,12,16,0,0,0,1
703361,703361,12000,5,23.99,345.15,E,E2,385,1 year,1,30000,1,2017/4/1,1,0,38,21,31.6,0,670,674,12,0,0,19100,41.4,23,0,0,2028/9/6,0,1,0,3,6,6,6,13,1,11,22,6,12,0,0,0,0
529633,529633,24000,5,6.92,474.33,A,A4,184,5 years,0,150000,1,2015/4/1,0,0,221,8,18.81,0,730,734,16,0,0,203718,62.6,32,0,0,2028/9/7,0,1,0,10,11,11,11,12,8,13,21,11,16,0,0,0,1
287456,287456,13000,3,17.09,464.07,D,D1,54,,2,34000,1,2017/10/1,1,4,35,14,19.28,0,730,734,8,0,0,13827,29.1,28,1,0,2028/9/8,4,1,0,3,5,5,4,12,6,7,22,5,8,0,0,0,10
663423,663423,7000,3,5.79,212.29,A,A2,233924,< 1 year,0,100000,1,2011/2/1,0,4,31,2,1.66,0,805,809,9,0,0,424,1.3,19,1,0,2028/9/9,1514,1,,,,,,,,,,,,,,,
739976,739976,8000,3,11.48,263.74,B,B5,166984,1 year,1,66000,1,2016/1/1,0,0,219,21,16.78,0,690,694,5,0,0,14139,87.8,15,0,0,2028/9/10,0,1,0,3,4,4,3,6,6,4,9,4,5,0,0,0,1
520019,520019,5500,3,9.44,176.03,B,B1,365132,10+ years,0,78300,1,2017/11/1,0,2,137,32,11.05,0,665,669,6,0,0,12217,79.8,20,1,0,2028/9/11,5,1,10,3,3,3,3,12,2,4,16,3,6,0,0,0,1
732689,732689,7500,3,11.99,249.08,B,B3,260677,2 years,1,33000,1,2013/11/1,0,0,221,8,10.4,0,685,689,4,0,0,6858,85.7,6,0,0,2028/9/12,26663,1,0,2,3,3,2,4,1,3,5,3,4,0,0,0,0
37677,37677,15000,5,18.99,389.03,E,E3,4412,3 years,1,82000,0,2015/12/1,1,0,31,2,10.6,0,675,679,6,0,0,1479,15.4,23,0,0,2028/9/13,0,1,3,1,1,1,4,6,11,5,8,1,6,0,0,0,3
39118,39118,14250,5,17.99,361.78,D,D2,60296,10+ years,0,61000,2,2016/11/1,0,0,54,28,9.27,1,670,674,6,0,0,4235,73,15,0,0,2028/9/14,0,1,1,1,2,2,1,2,6,3,7,2,6,0,0,0,2
207337,207337,20950,5,18.99,543.34,E,E1,884,1 year,1,50160.48,1,2014/7/1,0,0,261,8,32.66,0,665,669,21,0,0,37099,89.8,41,0,0,2028/9/15,0,1,0,6,8,8,6,6,30,8,11,8,21,0,0,0,0
726099,726099,8250,3,19.99,306.56,E,E4,6916,< 1 year,1,34000,1,2015/8/1,1,0,480,8,21.28,0,680,684,7,0,0,5842,78.9,9,0,0,2028/9/16,0,1,0,2,5,5,3,3,2,6,7,5,7,0,0,0,4
256711,256711,18950,3,13.11,639.51,B,B4,221112,10+ years,0,60000,2,2012/9/1,1,0,152,14,34.02,0,715,719,14,0,0,11727,59.8,43,1,0,2028/9/17,38,1,0,4,6,6,4,7,31,6,10,6,14,0,0,0,4
205907,205907,5600,3,11.44,184.51,B,B4,8398,3 years,2,40000,1,2014/11/1,0,4,310,24,15.81,0,690,694,9,0,0,8010,41.3,22,1,0,2028/9/18,4,1,0,1,2,2,2,3,17,4,5,2,9,0,0,0,4
204176,204176,4775,3,23.99,187.32,E,E4,128269,10+ years,1,32000,1,2016/4/1,0,0,74,30,15.3,0,720,724,4,0,0,960,53.3,6,1,0,2028/9/19,0,1,0,1,2,2,1,1,3,2,2,2,4,0,0,0,1
600780,600780,16800,3,7.9,525.68,A,A4,325429,5 years,0,80000,2,2012/12/1,0,0,480,8,14.15,0,700,704,10,0,0,12195,59.8,17,1,0,2028/9/20,50618,1,0,3,5,5,3,6,6,6,9,5,10,0,0,0,0
85339,85339,20000,5,13.49,460.1,C,C1,224073,1 year,0,140000,1,2011/10/1,0,0,467,5,7.98,0,720,724,9,0,0,10036,76.6,24,1,0,2028/9/21,38,1,,,,,,,,,,,,,,,
265515,265515,1200,3,12.99,40.43,C,C2,7505,3 years,1,31500,1,2016/2/1,0,5,308,0,18.78,0,660,664,4,0,0,3995,49.3,7,0,0,2028/9/22,6,1,1,1,2,2,1,3,3,2,4,2,4,0,0,0,0
336246,336246,15000,5,18.55,385.41,E,E2,440,10+ years,0,62000,2,2015/10/1,0,0,636,27,20.48,0,750,754,12,0,0,12968,36.4,17,0,0,2028/9/23,0,1,0,2,2,2,2,2,7,7,8,2,12,0,0,0,3
659839,659839,12000,3,13.98,410.02,C,C3,29412,10+ years,1,50000,1,2014/6/1,0,0,221,8,19.16,0,665,669,9,1,1,8317,77.7,45,0,0,2028/9/24,0,1,4,4,6,6,4,15,9,8,30,6,9,0,0,0,4
47633,47633,15000,3,13.33,507.8,C,C3,54,,0,70000,2,2015/6/1,0,0,38,21,25.74,1,685,689,12,0,0,91401,79,31,1,0,2028/9/25,0,1,0,2,8,8,2,9,4,9,24,8,12,0,0,0,0
683045,683045,10175,3,13.18,343.72,C,C3,6175,7 years,1,46862,2,2015/12/1,0,0,495,14,25.48,2,680,684,11,1,1,5709,25,34,0,0,2028/9/26,0,1,0,5,8,8,7,7,22,8,10,7,11,,0,2,7
351785,351785,12000,3,6.49,367.74,A,A2,4704,< 1 year,1,55000,0,2014/11/1,0,4,8,6,9.73,0,725,729,6,0,0,11968,42.9,14,0,0,2028/9/27,4,1,0,3,3,3,4,4,10,4,4,3,6,0,0,0,1
774462,774462,35000,3,13.44,1186.72,C,C3,3921,6 years,0,186000,2,2016/2/1,1,1,90,21,13.36,6,675,679,20,0,0,42997,52.8,50,0,0,2028/9/28,1,1,0,5,8,8,7,13,10,17,35,9,20,0,0,0,3
253644,253644,10000,3,7.39,310.56,A,A4,54,,0,40008,0,2016/2/1,0,0,512,21,10.5,0,695,699,13,0,0,9018,10.5,21,0,0,2028/9/29,0,1,0,5,7,7,7,10,0,12,19,7,13,0,0,0,0
226661,226661,5000,3,15.1,173.58,C,C2,30547,3 years,1,25000,0,2013/10/1,1,0,34,18,14.5,0,670,674,9,0,0,8760,60.8,15,1,0,2028/9/30,40,1,0,5,7,7,5,5,6,8,9,7,9,0,0,0,2
534027,534027,7800,3,11.99,259.04,B,B3,17839,6 years,1,68000,1,2014/3/1,0,0,251,8,16.98,0,670,674,13,1,1,503,9.5,34,0,0,2028/10/1,0,1,0,2,2,2,2,12,14,6,19,2,12,0,0,0,2
420652,420652,10000,3,11.53,329.91,B,B5,19178,8 years,0,65000,2,2015/8/1,0,0,195,38,14.86,0,715,719,12,0,0,75104,39.5,23,0,0,2028/10/2,0,1,0,4,10,10,5,7,5,11,16,10,12,0,0,0,1
254599,254599,7000,5,13.98,162.81,C,C3,239841,5 years,2,25000,0,2010/6/1,0,0,62,13,12.91,0,730,734,3,0,0,4968,85.7,4,1,0,2028/10/3,13876,1,,,,,,,,,,,,,,,
632846,632846,10000,3,9.93,322.35,B,B2,153,10+ years,0,60000,0,2017/6/1,0,0,666,13,26.38,0,700,704,9,0,0,18873,57,17,0,0,2028/10/4,0,1,0,5,6,6,5,9,6,6,11,6,9,0,0,0,0
457141,457141,5000,3,6.89,154.14,A,A3,32,2 years,1,52000,1,2015/5/1,0,4,72,10,13.25,0,670,674,9,1,1,4368,54.6,26,0,0,2028/10/5,4,1,1,2,2,2,2,8,9,4,17,2,9,0,0,0,1
467640,467640,32000,3,7.07,989.1,A,A2,54,,0,60000,2,2017/9/1,0,0,229,17,17.68,0,780,784,9,0,0,8484,41.2,29,1,1,2028/10/6,0,1,0,1,3,3,1,7,9,6,15,3,9,0,0,0,0
